RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8958,15787825,Okwudiliolisa,585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0
5188,15682421,Talbot,683,France,Female,30,2,0.0,2,0,1,100496.84,1
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1
9888,15646310,Mao,684,Spain,Male,24,8,143582.89,1,1,1,22527.27,0
3244,15716781,Dolgorukova,815,France,Male,24,7,171922.72,1,0,1,178028.96,0
1360,15704954,Suffolk,431,France,Male,37,0,120764.08,1,1,1,117023.08,0
5247,15801863,Marino,521,France,Female,32,2,136555.01,2,1,1,129353.21,0
7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0
7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43,0
1784,15693381,Tipton,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0
6173,15656822,Day,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1
3612,15734246,She,746,France,Female,21,8,166883.07,2,0,1,194563.65,0
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1
94,15640635,Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0
9338,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1
9224,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0
4808,15753248,Tao,611,France,Male,28,2,0.0,2,0,0,25395.83,0
2158,15750649,Uwakwe,744,France,Female,44,3,0.0,2,1,1,189016.14,0
7372,15624850,Grant,850,France,Male,30,10,153972.89,2,1,0,62811.03,0
3763,15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
2582,15634719,Chinwendu,704,France,Male,31,0,0.0,2,1,0,183038.33,0
6307,15656471,Mitchell,773,France,Male,33,9,0.0,2,1,1,1118.31,0
9950,15798615,Wan,850,France,Female,47,9,137301.87,1,1,0,44351.77,0
1884,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
1048,15793949,Cheng,726,France,Female,48,4,0.0,1,1,0,114020.06,1
1089,15645517,Philip,850,Spain,Male,22,2,0.0,2,1,1,9684.52,0
7903,15613962,Kenechi,499,France,Female,38,9,0.0,2,0,1,183042.2,0
8656,15705050,Linger,611,France,Male,30,9,0.0,2,1,1,148887.69,0
1144,15605965,Henderson,630,France,Male,43,9,0.0,2,1,1,34338.04,0
6662,15623346,Czajkowski,820,France,Male,36,4,0.0,2,1,0,31422.69,0
2293,15779064,Chidiegwu,677,France,Male,27,2,0.0,2,1,1,20092.89,0
5157,15675256,Ts'ui,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0
5039,15589230,Wu,612,France,Female,63,2,126473.33,1,0,1,147545.65,0
7758,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0
3691,15654959,Hope,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0
3133,15619407,Buckley,615,France,Male,39,4,133707.09,1,1,1,108152.75,0
2205,15762803,Innes,509,France,Male,31,3,0.0,2,1,0,15360.91,0
9041,15653952,T'an,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0
6629,15584967,Chiganu,596,Spain,Male,57,6,0.0,2,1,1,72402.0,0
9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112.0,0
4642,15786617,Arcuri,485,Germany,Male,34,3,133658.24,1,1,0,70209.83,0
9330,15572073,Yao,663,Spain,Male,35,5,0.0,2,1,1,62634.94,0
9971,15587133,Thompson,518,France,Male,42,7,151027.05,2,1,0,119377.36,0
8961,15657957,Hughes,602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1
640,15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
811,15699430,Davide,618,France,Female,35,10,0.0,2,1,0,180439.75,0
9806,15704597,Trumbull,644,France,Male,33,7,174571.36,1,0,1,43943.09,0
5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1
4647,15665008,Sidorov,805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0
2992,15699284,Johnson,584,France,Male,49,8,172713.44,1,1,0,113860.81,0
1026,15759805,Pinto,582,France,Female,32,4,0.0,2,1,0,59668.81,0
9133,15737194,Tu,635,France,Female,33,5,0.0,2,1,0,122949.71,0
2645,15735263,Hsueh,736,France,Male,27,5,51522.75,1,0,1,192131.77,0
8583,15637947,Wei,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0
6189,15609558,McDonald,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,1
1809,15576085,Stone,739,France,Male,41,5,0.0,2,0,0,143882.25,0
5971,15634295,Wilson,470,France,Male,35,1,96473.59,1,0,0,5962.3,0
8387,15641110,Abron,708,France,Male,41,0,0.0,1,1,0,128400.62,0
5028,15807989,Wall,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
756,15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53,0
3851,15775293,Stephenson,680,France,Male,34,3,143292.95,1,1,0,66526.01,0
8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2,1,1,175082.2,0
2567,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
4933,15661548,Ferri,683,France,Female,29,0,157829.12,1,0,0,129891.66,0
8380,15745266,Norman,434,Spain,Male,55,6,0.0,1,0,1,73562.05,1
6587,15699515,Manfrin,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0
2604,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
3962,15610781,Watt,702,France,Female,29,10,88378.6,1,1,0,88550.28,0
6168,15810167,Scott,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
5243,15662751,Piazza,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1
4017,15789753,Millar,480,France,Male,40,6,148790.61,1,0,1,79329.7,0
6808,15677739,Dellucci,562,France,Male,36,6,0.0,2,1,0,32845.32,0
4728,15641822,Barese,648,France,Female,19,1,0.0,2,0,1,22101.86,0
1742,15742638,Wang,747,France,Female,25,4,0.0,2,0,1,42039.67,0
5050,15598894,Holt,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
8881,15603764,Chang,560,France,Male,49,4,0.0,1,1,1,100075.1,1
9393,15571065,Lehr,532,Spain,Female,39,0,0.0,2,1,0,94977.3,0
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0
5309,15735439,P'an,449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0
2124,15723320,Azubuike,651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0
7489,15687765,Chukwujamuike,538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
5229,15791925,Palermo,751,France,Male,29,10,147737.63,1,0,1,94951.27,0
2110,15589224,Moore,596,Spain,Male,41,5,0.0,2,0,1,141053.85,0
2716,15682547,Lucchese,649,France,Male,38,1,122214.0,1,0,1,88965.46,0
8821,15714832,Baker,652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,1
9898,15810563,Ho,678,Spain,Female,61,8,0.0,2,1,1,159938.82,0
9309,15728683,Lombardo,742,France,Male,27,0,0.0,2,0,1,131534.96,0
1338,15650889,Golubev,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0
1992,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
8931,15665759,Russell,724,France,Female,69,5,117866.92,1,1,1,62280.91,0
4895,15636872,Amadi,585,France,Female,32,8,144705.87,2,0,0,171482.56,0
2612,15746564,O'Sullivan,566,France,Male,42,3,108010.78,1,1,1,157486.1,0
2924,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
5727,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0
8101,15631217,Young,663,France,Male,40,6,156218.19,1,0,1,33607.72,0
9856,15797502,Lord,706,Spain,Male,24,2,141078.57,1,1,1,24402.87,0
5486,15753837,Young,573,Spain,Male,38,4,0.0,2,1,1,196517.43,0
5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0
8793,15766137,Muir,497,France,Male,34,2,0.0,2,1,1,83087.13,0
3334,15599078,Yang,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0
9576,15604732,Milani,483,France,Female,30,9,0.0,2,0,0,136356.97,0
6847,15809309,Longo,689,Spain,Female,40,5,154251.67,1,0,1,118319.5,0
8082,15757895,Martin,569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0
2243,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
9301,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
8985,15726289,Cawood,645,France,Male,25,0,174400.36,1,1,0,42669.37,0
3511,15800814,Palerma,534,France,Male,35,2,81951.74,2,1,0,115668.53,0
9947,15618171,James,669,France,Female,33,9,0.0,2,0,1,107221.03,0
8990,15687558,Mault,640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0
9848,15815097,Root,603,France,Female,34,9,0.0,2,1,0,167916.35,0
1512,15701765,Vincent,575,Spain,Female,37,0,0.0,2,0,0,30114.32,0
9557,15780909,Caffyn,769,Germany,Male,34,7,115101.5,1,0,0,57841.89,1
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
1796,15757648,Marshall,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
875,15674840,Chiazagomekpere,645,France,Female,38,5,101430.3,2,0,1,4400.32,0
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1
1754,15777639,McGregor,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
8686,15597885,Kerr,772,France,Male,43,6,0.0,2,1,1,57675.88,0
8503,15574858,Page,530,France,Male,37,8,0.0,2,1,1,287.99,0
4202,15621227,Hs?eh,668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0
4307,15727059,Lettiere,476,France,Female,40,4,0.0,2,0,0,182547.04,0
7387,15664083,Ulyanova,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
5329,15680234,Bray,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
2305,15680141,Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0
376,15758449,Angelo,769,France,Female,39,8,0.0,1,0,1,21016.0,0
6844,15611171,Fowler,740,France,Male,33,1,129574.98,1,1,1,123300.38,0
8610,15774258,Gorbunov,678,France,Male,40,1,0.0,2,1,1,187343.4,0
7912,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0
2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
5399,15648933,Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
944,15781465,Schofield,675,Germany,Female,29,8,121326.42,1,1,0,133457.52,0
4361,15801934,Su,678,France,Male,66,8,0.0,2,1,1,47117.03,0
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,1,129892.93,0
6090,15711316,Ch'ang,771,France,Male,27,2,0.0,2,1,1,199527.34,0
2225,15691723,Chukwudi,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0
2172,15747174,Hao,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0
8710,15713517,Otitodilinna,529,France,Male,39,6,102025.08,2,1,0,12351.01,0
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0
9958,15672237,Oluchi,633,France,Male,25,1,0.0,1,1,0,100598.98,0
5252,15743759,Brooks,619,France,Male,39,5,0.0,2,1,1,158444.61,0
561,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0
2692,15629150,Lucchese,721,France,Female,37,1,0.0,2,1,0,70810.8,0
7077,15766906,Salier,742,France,Female,25,4,132116.13,2,1,0,129933.5,0
8960,15627195,Parrott,568,Germany,Male,26,1,112930.28,2,1,0,22095.73,0
8188,15771674,Ma,603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0
4619,15633516,Tucker,526,France,Male,42,1,0.0,1,0,1,168486.02,0
9817,15649508,Chin,643,Spain,Male,48,8,0.0,2,1,0,174729.3,0
3207,15596761,Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
4441,15760121,Maynard,712,France,Male,32,9,100606.02,1,1,0,165693.06,0
8316,15781347,Okagbue,600,France,Female,41,1,0.0,2,1,1,91193.65,0
1764,15602844,Niu,717,France,Male,38,7,97459.06,1,0,0,189175.71,0
8896,15658972,Foster,699,France,Female,40,8,122038.34,1,1,0,102085.35,0
7148,15712877,Morley,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0
4918,15681991,Walsh,542,France,Male,32,7,107871.72,1,1,0,125302.64,0
5161,15672299,Yeh,510,France,Male,44,6,0.0,2,1,1,175518.31,0
5446,15779174,Young,451,France,Female,36,2,0.0,2,1,1,180142.42,0
3725,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0
4503,15632118,Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
6502,15761364,Nkemjika,679,France,Male,30,9,0.0,2,1,0,157871.55,0
6486,15635197,Glover,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0
3021,15724423,Wilson,571,France,Female,38,6,107193.82,2,0,0,38962.94,0
1057,15798521,Tai,675,Spain,Male,33,3,0.0,2,1,0,45348.08,0
1122,15672704,Jackson,809,France,Female,24,4,0.0,2,1,0,193518.76,0
9471,15694859,McLean,751,Germany,Female,28,10,132932.14,2,1,1,46630.47,0
4390,15756425,Barnes,660,France,Male,30,7,146301.31,1,0,0,96847.91,0
5154,15692259,Baresi,695,France,Female,29,9,0.0,2,1,0,111565.45,0
7331,15802106,Craig,418,France,Male,34,8,155973.88,1,1,0,154208.96,0
5442,15602979,Lin,751,France,Male,29,1,135536.5,1,1,0,66825.33,0
4978,15795881,Alexander,776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0
6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
4859,15632050,Liebe,779,France,Female,41,10,99786.2,1,1,0,86927.53,0
4051,15585734,Gouger,803,Germany,Male,41,9,137742.9,2,1,1,166957.82,0
8934,15631162,Bergamaschi,631,France,Male,32,10,0.0,2,0,1,196342.66,0
1511,15786199,Hsing,535,France,Male,33,2,133040.32,1,1,1,110299.78,0
8620,15661830,Lucciano,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1
5445,15641794,Ridley,698,France,Male,33,5,135658.73,2,0,1,39755.0,0
1869,15574947,Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,0
5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0
647,15730830,Dale,752,France,Female,30,3,0.0,2,1,1,104991.28,0
1783,15642002,Hayward,554,France,Female,35,6,117707.18,2,0,0,95277.15,1
2183,15724889,Chinweuba,665,Spain,Male,38,9,0.0,1,0,1,87412.74,0
8313,15609977,Mundy,587,France,Male,47,6,71026.77,1,1,0,57962.41,0
951,15630328,Bird,635,France,Female,48,8,130796.33,2,1,1,43250.3,0
7167,15699238,Craig,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
814,15775306,Ni,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1
6545,15716218,Higgins,709,France,Female,45,3,104118.5,1,0,1,174032.0,0
4381,15812241,Udinese,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
9356,15621870,Hawkins,739,Spain,Female,40,8,0.0,1,1,0,167030.51,0
29,15728693,McWilliams,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0
6850,15775678,Uspensky,716,France,Female,44,1,0.0,1,1,1,152108.47,0
3368,15648881,Tsai,581,Germany,Male,40,0,101016.53,1,0,1,7926.35,1
1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0
4337,15771742,Boyle,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
2336,15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
5788,15634180,Holden,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0
2057,15577078,Zakharov,539,Spain,Male,38,6,0.0,1,1,1,152880.07,1
6590,15673790,Taylor,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0
4913,15792228,Onwumelu,748,France,Male,60,0,152335.7,1,1,0,126743.33,1
1496,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0
1586,15692002,Skelton,538,France,Male,33,6,93791.38,1,1,1,199249.29,0
3754,15578211,Connolly,777,France,Male,23,6,0.0,2,1,1,163225.48,0
3109,15724536,Chin,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0
2013,15780124,Blair,841,France,Male,74,9,108131.53,1,0,1,60830.38,0
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
177,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0
3818,15724251,Todd,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1
906,15675964,Chukwukadibia,672,France,Female,45,9,0.0,1,1,1,92027.69,1
8575,15780677,Jackson,717,France,Female,59,4,0.0,2,1,1,170528.63,0
3593,15628886,Matlock,677,Spain,Male,56,5,123959.97,1,1,1,60590.72,1
6494,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0
2960,15673619,Bazhenov,530,France,Male,25,9,162560.32,1,1,0,64129.03,0
8425,15775703,Lo,702,France,Male,26,2,71281.29,1,1,1,108747.12,1
2409,15754112,Musgrove,653,Spain,Male,55,7,0.0,2,1,1,41967.03,0
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1
1675,15675896,Gough,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
3566,15598700,Hysell,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0
8007,15703068,Nixon,716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0
5316,15572956,Steen,683,France,Male,36,5,115350.63,1,1,1,122305.91,0
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0
6729,15715208,Watkins,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
1679,15569178,Kharlamov,570,France,Female,18,4,82767.42,1,1,0,71811.9,0
9454,15769402,Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59,0
914,15655961,Palermo,756,Germany,Male,27,1,131899.0,1,1,0,93302.29,0
2702,15797010,Shen,649,France,Female,31,2,0.0,2,1,0,15200.61,0
7996,15803479,Winter-Irving,708,France,Female,67,1,0.0,2,0,1,3837.08,0
9520,15782121,Leonard,610,France,Female,27,2,0.0,2,1,0,14546.76,0
4756,15740072,Padovesi,720,France,Female,37,2,120328.88,2,1,1,138470.21,0
8765,15618203,Tien,773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0
3298,15594041,Fanucci,592,Spain,Female,41,2,138734.94,1,1,0,90020.74,0
6898,15650488,Bromley,492,France,Female,48,6,127253.98,1,1,1,92144.09,1
2610,15755242,Rowe,682,France,Female,46,2,0.0,1,1,1,114442.66,0
1349,15576162,King,615,France,Male,32,7,92199.84,1,1,1,2755.53,0
9773,15750549,Akobundu,660,Germany,Male,30,1,84440.1,2,1,1,60485.98,0
8576,15690175,Ball,585,Spain,Male,45,0,0.0,2,0,0,189683.7,0
6943,15617206,Trentino,431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0
1499,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
6184,15642726,Holmes,611,France,Male,53,3,83568.26,1,0,0,1235.49,0
4584,15604891,Zaytseva,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0
7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1
165,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
1343,15640268,Avdeeva,652,Spain,Male,71,4,0.0,1,1,1,120107.1,0
9184,15676091,Iloerika,543,France,Male,42,7,0.0,1,1,1,56650.47,0
1669,15755722,H?,554,France,Male,24,10,0.0,1,0,0,92180.62,0
1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0
9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0
861,15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,1
2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
5155,15590966,Lo,729,Germany,Female,42,4,97495.8,2,0,0,2002.5,0
5049,15741416,Yegorov,707,France,Male,42,2,16893.59,1,1,1,77502.56,0
5141,15617790,Hanson,626,France,Female,29,4,105767.28,2,0,0,41104.82,0
6228,15636016,Wreford,588,France,Female,34,3,120777.88,1,1,1,131729.52,0
6936,15750396,McKissick,670,France,Male,33,1,0.0,2,1,1,86413.11,0
6626,15610912,Ferri,657,Spain,Female,41,6,112119.48,1,1,0,17536.82,0
5006,15741032,Tsao,733,France,Male,48,5,0.0,1,0,1,117830.57,0
3421,15654519,Hassall,680,France,Male,31,1,0.0,2,1,1,3148.2,0
7948,15785326,Randall,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0
2646,15765322,Connely,755,France,Male,23,5,84284.48,2,1,1,62851.6,0
4105,15676571,Bezrukova,850,France,Male,55,6,0.0,1,1,0,944.41,1
4179,15737080,Marchesi,510,France,Female,32,1,0.0,2,0,1,28515.17,0
7643,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765.0,0
7378,15592999,Reid,691,France,Female,40,0,115465.98,1,1,1,60622.61,0
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
7278,15571284,Elmore,756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0
8031,15578141,Chien,592,Spain,Male,38,3,0.0,1,1,1,12905.89,1
7527,15800554,Perry,850,France,Female,81,1,0.0,2,1,1,59568.24,0
9565,15720083,Fiorentino,554,Spain,Male,42,1,0.0,2,0,1,183492.9,0
3466,15763704,Docherty,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0
6639,15761886,Franklin,740,France,Male,36,4,172381.8,1,1,1,86480.29,0
7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1
7404,15779492,Trevisano,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1
6956,15697042,Genovesi,738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0
5254,15670496,Schwartz,655,Spain,Female,27,9,0.0,2,0,0,108008.05,0
637,15603323,Bell,660,Spain,Female,33,1,0.0,2,0,0,117834.91,0
2188,15589320,Sagese,699,Spain,Male,34,8,0.0,1,1,1,76510.46,0
2542,15679770,Smith,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
7559,15642098,Cox,622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1
5485,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
8230,15603550,Longo,588,Germany,Female,37,7,70258.88,2,1,0,139607.61,0
1471,15762332,Ulyanova,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0
3378,15628219,Benson,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1
6208,15665811,Parry,644,France,Male,33,9,141234.98,1,1,0,95673.05,0
954,15671139,Brizendine,694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0
7565,15759387,McIntosh,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
8786,15801293,Ni,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0
9257,15758451,Azuka,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0
6352,15794472,Brookes,553,France,Female,27,3,0.0,2,0,0,159800.16,0
2381,15654463,Moore,841,France,Male,34,4,0.0,2,1,0,141582.66,0
5604,15608408,Lazareva,598,Spain,Male,39,1,0.0,2,1,0,159130.32,0
1887,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
9757,15662698,Ko,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
8385,15804150,Lysaght,755,France,Male,34,3,0.0,2,1,1,158816.03,0
6391,15588406,Chiemenam,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0
4578,15703979,Evans,580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0
8113,15623966,Yermakov,578,France,Female,35,2,0.0,2,0,1,26389.92,0
7564,15706394,Howell,609,France,Male,53,7,0.0,2,0,1,52332.85,0
6974,15583394,Zuyev,659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0
7503,15697844,Whitehouse,721,Spain,Female,32,10,0.0,1,1,0,136119.96,1
8395,15597983,Brown,692,France,Male,69,10,154953.94,1,1,1,70849.47,0
4632,15706116,McKay,659,Germany,Female,30,8,154159.51,1,1,0,40441.1,0
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0
9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0
4575,15739514,Preston,659,France,Female,32,9,0.0,2,1,1,93155.75,0
9091,15813911,Hayes-Williams,809,France,Female,39,5,0.0,1,1,0,77705.75,0
1312,15750497,Longo,850,France,Female,37,7,153147.75,1,1,1,152235.3,0
3772,15643361,Cullen,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0
593,15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03,0
9402,15601857,Woodhouse,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1
8279,15628715,Kisch,709,France,Female,36,8,0.0,2,1,1,69676.55,0
5343,15589431,Pedder,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0
8748,15667216,Chung,579,France,Female,29,10,73194.52,2,1,1,129209.09,0
1269,15617078,Ewing,658,France,Female,44,6,148481.09,1,1,0,130529.13,0
6918,15640418,Omeokachie,649,Germany,Female,41,4,115897.73,1,1,0,143544.48,0
6481,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,0
2829,15716449,Fraser,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0
2527,15727919,Chukwuemeka,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
546,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
9112,15711062,Thomas,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0
1581,15793881,Mitchell,721,France,Female,35,6,118273.83,1,0,1,3086.89,0
